# Inner Ring
903, 613
764, 693
764, 859
904, 940
1044, 858
1044, 693
# Middle Ring
821, 464
667, 547
583, 695
583, 859
667, 1006
822, 1088
988, 1088
1142, 1005
1226, 857
1226, 695
1142, 546
988, 464
# Outer Ring
904, 305
664, 369
490, 544
424, 776
490, 1008
663, 1184
904, 1247
1144, 1183
1319, 1008
1385, 776
1319, 544
1144, 369
#PRESTIGE_SAMPLE_PTS_SMALL
905, 842
905, 805
904, 718
991, 780
#PRESTIGE_SAMPLE_PTS_LARGE 
905, 868
905, 820
1002, 779
